tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,pm25
2010-09-10,DKI1 (Bunderan HI),51.0,11.0,45.0,39.0,14.0,51.0,PM10,SEDANG,
2010-09-11,DKI1 (Bunderan HI),37.0,13.0,25.0,55.0,12.0,55.0,O3,SEDANG,
2010-09-12,DKI1 (Bunderan HI),25.0,11.0,18.0,50.0,17.0,50.0,O3,BAIK,
2010-09-13,DKI1 (Bunderan HI),24.0,10.0,18.0,51.0,13.0,51.0,O3,SEDANG,
2010-09-14,DKI1 (Bunderan HI),28.0,12.0,26.0,42.0,11.0,42.0,O3,BAIK,
2010-09-15,DKI1 (Bunderan HI),36.0,13.0,34.0,42.0,22.0,42.0,O3,BAIK,
2010-09-16,DKI1 (Bunderan HI),36.0,12.0,28.0,21.0,14.0,36.0,PM10,BAIK,
2010-09-17,DKI1 (Bunderan HI),31.0,14.0,26.0,49.0,16.0,49.0,O3,BAIK,
2010-09-18,DKI1 (Bunderan HI),51.0,16.0,32.0,50.0,15.0,51.0,PM10,SEDANG,
2010-09-19,DKI1 (Bunderan HI),49.0,14.0,25.0,34.0,11.0,49.0,PM10,BAIK,
2010-09-20,DKI1 (Bunderan HI),37.0,14.0,30.0,39.0,15.0,39.0,O3,BAIK,
2010-09-21,DKI1 (Bunderan HI),41.0,14.0,30.0,30.0,18.0,41.0,PM10,BAIK,
2010-09-22,DKI1 (Bunderan HI),55.0,15.0,64.0,45.0,22.0,64.0,CO,SEDANG,
2010-09-23,DKI1 (Bunderan HI),57.0,20.0,53.0,57.0,25.0,57.0,PM10,SEDANG,
2010-09-24,DKI1 (Bunderan HI),55.0,19.0,49.0,58.0,22.0,58.0,O3,SEDANG,
2010-09-25,DKI1 (Bunderan HI),57.0,21.0,49.0,32.0,22.0,57.0,PM10,SEDANG,
2010-09-26,DKI1 (Bunderan HI),32.0,15.0,20.0,46.0,11.0,46.0,O3,BAIK,
2010-09-27,DKI1 (Bunderan HI),50.0,18.0,36.0,51.0,22.0,51.0,O3,SEDANG,
2010-09-28,DKI1 (Bunderan HI),37.0,16.0,31.0,71.0,21.0,71.0,O3,SEDANG,
2010-09-29,DKI1 (Bunderan HI),62.0,21.0,35.0,78.0,28.0,78.0,O3,SEDANG,
2010-09-30,DKI1 (Bunderan HI),65.0,19.0,36.0,62.0,23.0,65.0,PM10,SEDANG,
2010-10-01,DKI1 (Bunderan HI),54.0,17.0,32.0,100.0,23.0,100.0,O3,SEDANG,
2010-10-02,DKI1 (Bunderan HI),56.0,18.0,41.0,67.0,20.0,67.0,O3,SEDANG,
2010-10-03,DKI1 (Bunderan HI),60.0,16.0,62.0,43.0,19.0,62.0,CO,SEDANG,
2010-10-04,DKI1 (Bunderan HI),39.0,15.0,44.0,51.0,27.0,51.0,O3,SEDANG,
2010-10-05,DKI1 (Bunderan HI),54.0,22.0,39.0,63.0,23.0,63.0,O3,SEDANG,
2010-10-06,DKI1 (Bunderan HI),69.0,27.0,41.0,71.0,24.0,71.0,O3,SEDANG,
2010-10-07,DKI1 (Bunderan HI),50.0,17.0,42.0,80.0,30.0,80.0,O3,SEDANG,
2010-10-08,DKI1 (Bunderan HI),62.0,21.0,36.0,59.0,24.0,62.0,PM10,SEDANG,
2010-10-09,DKI1 (Bunderan HI),53.0,16.0,44.0,62.0,21.0,62.0,O3,SEDANG,
2010-10-10,DKI1 (Bunderan HI),41.0,19.0,23.0,55.0,14.0,55.0,O3,SEDANG,
2010-10-11,DKI1 (Bunderan HI),46.0,21.0,28.0,111.0,24.0,111.0,O3,TIDAK SEHAT,
2010-10-12,DKI1 (Bunderan HI),59.0,25.0,31.0,95.0,26.0,95.0,O3,SEDANG,
2010-10-13,DKI1 (Bunderan HI),52.0,17.0,28.0,56.0,19.0,56.0,O3,SEDANG,
2010-10-14,DKI1 (Bunderan HI),51.0,21.0,32.0,60.0,24.0,60.0,O3,SEDANG,
2010-10-15,DKI1 (Bunderan HI),49.0,15.0,46.0,43.0,23.0,49.0,PM10,BAIK,
2010-10-16,DKI1 (Bunderan HI),48.0,18.0,31.0,40.0,17.0,48.0,PM10,BAIK,
2010-10-17,DKI1 (Bunderan HI),48.0,17.0,25.0,46.0,15.0,48.0,PM10,BAIK,
2010-10-18,DKI1 (Bunderan HI),54.0,16.0,38.0,64.0,18.0,64.0,O3,SEDANG,
2010-10-19,DKI1 (Bunderan HI),47.0,17.0,31.0,69.0,22.0,69.0,O3,SEDANG,
2010-10-20,DKI1 (Bunderan HI),47.0,15.0,35.0,70.0,20.0,70.0,O3,SEDANG,
2010-10-21,DKI1 (Bunderan HI),41.0,17.0,33.0,90.0,21.0,90.0,O3,SEDANG,
2010-10-22,DKI1 (Bunderan HI),48.0,17.0,31.0,75.0,23.0,75.0,O3,SEDANG,
2010-10-23,DKI1 (Bunderan HI),56.0,15.0,59.0,66.0,23.0,66.0,O3,SEDANG,
2010-10-24,DKI1 (Bunderan HI),52.0,15.0,35.0,37.0,17.0,52.0,PM10,SEDANG,
2010-10-25,DKI1 (Bunderan HI),43.0,18.0,38.0,58.0,23.0,58.0,O3,SEDANG,
2010-10-26,DKI1 (Bunderan HI),37.0,15.0,48.0,32.0,18.0,48.0,CO,BAIK,
2010-10-27,DKI1 (Bunderan HI),43.0,17.0,34.0,70.0,21.0,70.0,O3,SEDANG,
2010-10-28,DKI1 (Bunderan HI),40.0,16.0,32.0,69.0,22.0,69.0,O3,SEDANG,
2010-10-29,DKI1 (Bunderan HI),49.0,18.0,32.0,57.0,21.0,57.0,O3,SEDANG,
2010-10-30,DKI1 (Bunderan HI),57.0,19.0,37.0,55.0,19.0,57.0,PM10,SEDANG,
2010-10-31,DKI1 (Bunderan HI),39.0,12.0,30.0,36.0,14.0,39.0,PM10,BAIK,
2010-11-01,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2010-11-02,DKI1 (Bunderan HI),33.0,14.0,18.0,25.0,8.0,33.0,PM10,BAIK,
2010-11-03,DKI1 (Bunderan HI),56.0,18.0,32.0,48.0,18.0,56.0,PM10,SEDANG,
2010-11-04,DKI1 (Bunderan HI),54.0,17.0,47.0,33.0,12.0,54.0,PM10,SEDANG,
2010-11-05,DKI1 (Bunderan HI),31.0,13.0,27.0,26.0,9.0,31.0,PM10,BAIK,
2010-11-06,DKI1 (Bunderan HI),49.0,14.0,30.0,26.0,12.0,49.0,PM10,BAIK,
2010-11-07,DKI1 (Bunderan HI),36.0,13.0,21.0,25.0,11.0,36.0,PM10,BAIK,
2010-11-08,DKI1 (Bunderan HI),22.0,13.0,19.0,23.0,8.0,23.0,O3,BAIK,
2010-11-09,DKI1 (Bunderan HI),32.0,15.0,28.0,43.0,14.0,43.0,O3,BAIK,
2010-11-10,DKI1 (Bunderan HI),56.0,20.0,39.0,54.0,26.0,56.0,PM10,SEDANG,
2010-11-11,DKI1 (Bunderan HI),53.0,20.0,30.0,50.0,20.0,53.0,PM10,SEDANG,
2010-11-12,DKI1 (Bunderan HI),40.0,18.0,23.0,31.0,9.0,40.0,PM10,BAIK,
2010-11-13,DKI1 (Bunderan HI),37.0,16.0,28.0,74.0,18.0,74.0,O3,SEDANG,
2010-11-14,DKI1 (Bunderan HI),54.0,15.0,40.0,54.0,23.0,54.0,PM10,SEDANG,
2010-11-15,DKI1 (Bunderan HI),51.0,19.0,27.0,36.0,16.0,51.0,PM10,SEDANG,
2010-11-16,DKI1 (Bunderan HI),58.0,19.0,34.0,67.0,24.0,67.0,O3,SEDANG,
2010-11-17,DKI1 (Bunderan HI),58.0,17.0,55.0,54.0,17.0,58.0,PM10,SEDANG,
2010-11-18,DKI1 (Bunderan HI),61.0,16.0,32.0,65.0,38.0,65.0,O3,SEDANG,
2010-11-19,DKI1 (Bunderan HI),68.0,20.0,49.0,74.0,21.0,74.0,O3,SEDANG,
2010-11-20,DKI1 (Bunderan HI),64.0,19.0,35.0,70.0,24.0,70.0,O3,SEDANG,
2010-11-21,DKI1 (Bunderan HI),67.0,18.0,34.0,110.0,19.0,110.0,O3,TIDAK SEHAT,
2010-11-22,DKI1 (Bunderan HI),57.0,19.0,38.0,90.0,30.0,90.0,O3,SEDANG,
2010-11-23,DKI1 (Bunderan HI),63.0,18.0,39.0,53.0,24.0,63.0,PM10,SEDANG,
2010-11-24,DKI1 (Bunderan HI),66.0,26.0,39.0,51.0,23.0,66.0,PM10,SEDANG,
2010-11-25,DKI1 (Bunderan HI),52.0,17.0,28.0,77.0,16.0,77.0,O3,SEDANG,
2010-11-26,DKI1 (Bunderan HI),59.0,21.0,35.0,84.0,26.0,84.0,O3,SEDANG,
2010-11-27,DKI1 (Bunderan HI),59.0,17.0,49.0,120.0,21.0,120.0,O3,TIDAK SEHAT,
2010-11-28,DKI1 (Bunderan HI),49.0,17.0,30.0,89.0,20.0,89.0,O3,SEDANG,
2010-11-29,DKI1 (Bunderan HI),56.0,19.0,37.0,93.0,26.0,93.0,O3,SEDANG,
2010-11-30,DKI1 (Bunderan HI),43.0,16.0,32.0,49.0,14.0,49.0,O3,BAIK,
2010-12-01,DKI1 (Bunderan HI),28.0,17.0,26.0,29.0,12.0,29.0,O3,BAIK,
2010-12-02,DKI1 (Bunderan HI),41.0,21.0,30.0,30.0,14.0,41.0,PM10,BAIK,
2010-12-03,DKI1 (Bunderan HI),45.0,31.0,34.0,38.0,14.0,45.0,PM10,BAIK,
2010-12-04,DKI1 (Bunderan HI),49.0,24.0,32.0,29.0,13.0,49.0,PM10,BAIK,
2010-12-05,DKI1 (Bunderan HI),31.0,15.0,34.0,25.0,6.0,34.0,CO,BAIK,
2010-12-06,DKI1 (Bunderan HI),25.0,14.0,24.0,24.0,9.0,25.0,PM10,BAIK,
2010-12-07,DKI1 (Bunderan HI),25.0,14.0,23.0,22.0,6.0,25.0,PM10,BAIK,
2010-12-08,DKI1 (Bunderan HI),25.0,14.0,19.0,20.0,8.0,25.0,PM10,BAIK,
2010-12-09,DKI1 (Bunderan HI),28.0,14.0,23.0,19.0,11.0,28.0,PM10,BAIK,
2010-12-10,DKI1 (Bunderan HI),30.0,16.0,23.0,20.0,8.0,30.0,PM10,BAIK,
2010-12-11,DKI1 (Bunderan HI),25.0,13.0,20.0,21.0,8.0,25.0,PM10,BAIK,
2010-12-12,DKI1 (Bunderan HI),27.0,13.0,19.0,30.0,10.0,30.0,O3,BAIK,
2010-12-13,DKI1 (Bunderan HI),34.0,16.0,22.0,30.0,10.0,34.0,PM10,BAIK,
2010-12-14,DKI1 (Bunderan HI),51.0,20.0,32.0,31.0,17.0,51.0,PM10,SEDANG,
2010-12-15,DKI1 (Bunderan HI),50.0,19.0,34.0,30.0,14.0,50.0,PM10,BAIK,
2010-12-16,DKI1 (Bunderan HI),36.0,19.0,27.0,22.0,14.0,36.0,PM10,BAIK,
2010-12-17,DKI1 (Bunderan HI),38.0,20.0,20.0,23.0,7.0,38.0,PM10,BAIK,
2010-12-18,DKI1 (Bunderan HI),33.0,15.0,27.0,20.0,9.0,33.0,PM10,BAIK,
2010-12-19,DKI1 (Bunderan HI),34.0,13.0,19.0,22.0,10.0,34.0,PM10,BAIK,
2010-12-20,DKI1 (Bunderan HI),33.0,17.0,26.0,20.0,11.0,33.0,PM10,BAIK,
2010-12-21,DKI1 (Bunderan HI),37.0,16.0,27.0,22.0,12.0,37.0,PM10,BAIK,
2010-12-22,DKI1 (Bunderan HI),29.0,14.0,34.0,17.0,13.0,34.0,CO,BAIK,
2010-12-23,DKI1 (Bunderan HI),40.0,20.0,41.0,24.0,13.0,41.0,CO,BAIK,
2010-12-24,DKI1 (Bunderan HI),51.0,19.0,32.0,97.0,23.0,97.0,O3,SEDANG,
2010-12-25,DKI1 (Bunderan HI),59.0,28.0,27.0,28.0,14.0,59.0,PM10,SEDANG,
2010-12-26,DKI1 (Bunderan HI),39.0,18.0,23.0,48.0,12.0,48.0,O3,BAIK,
2010-12-27,DKI1 (Bunderan HI),27.0,19.0,22.0,27.0,10.0,27.0,PM10,BAIK,
2010-12-28,DKI1 (Bunderan HI),38.0,15.0,23.0,35.0,12.0,38.0,PM10,BAIK,
2010-12-29,DKI1 (Bunderan HI),34.0,16.0,25.0,26.0,11.0,34.0,PM10,BAIK,
2010-12-30,DKI1 (Bunderan HI),36.0,18.0,24.0,22.0,8.0,36.0,PM10,BAIK,
2010-12-31,DKI1 (Bunderan HI),33.0,19.0,21.0,29.0,9.0,33.0,PM10,BAIK,
2011-01-01,DKI1 (Bunderan HI),52.0,17.0,51.0,46.0,7.0,52.0,PM10,SEDANG,
2011-01-02,DKI1 (Bunderan HI),35.0,15.0,15.0,47.0,10.0,47.0,O3,BAIK,
2011-01-03,DKI1 (Bunderan HI),41.0,16.0,28.0,21.0,14.0,41.0,PM10,BAIK,
2011-01-04,DKI1 (Bunderan HI),34.0,17.0,19.0,26.0,11.0,34.0,PM10,BAIK,
2011-01-05,DKI1 (Bunderan HI),34.0,12.0,21.0,35.0,10.0,35.0,O3,BAIK,
2011-01-06,DKI1 (Bunderan HI),28.0,11.0,30.0,42.0,16.0,42.0,O3,BAIK,
2011-01-07,DKI1 (Bunderan HI),37.0,17.0,28.0,30.0,13.0,37.0,PM10,BAIK,
2011-01-08,DKI1 (Bunderan HI),57.0,22.0,37.0,23.0,14.0,57.0,PM10,SEDANG,
2011-01-09,DKI1 (Bunderan HI),,20.0,34.0,31.0,13.0,34.0,CO,BAIK,
2011-01-10,DKI1 (Bunderan HI),,19.0,21.0,28.0,13.0,28.0,O3,BAIK,
2011-01-11,DKI1 (Bunderan HI),46.0,18.0,24.0,31.0,11.0,46.0,PM10,BAIK,
2011-01-12,DKI1 (Bunderan HI),43.0,20.0,28.0,27.0,10.0,43.0,PM10,BAIK,
2011-01-13,DKI1 (Bunderan HI),49.0,16.0,28.0,34.0,14.0,49.0,PM10,BAIK,
2011-01-14,DKI1 (Bunderan HI),44.0,15.0,24.0,37.0,13.0,44.0,PM10,BAIK,
2011-01-15,DKI1 (Bunderan HI),39.0,15.0,26.0,32.0,15.0,39.0,PM10,BAIK,
2011-01-16,DKI1 (Bunderan HI),32.0,13.0,16.0,22.0,8.0,32.0,PM10,BAIK,
2011-01-17,DKI1 (Bunderan HI),32.0,14.0,20.0,36.0,10.0,36.0,O3,BAIK,
2011-01-18,DKI1 (Bunderan HI),33.0,12.0,31.0,38.0,17.0,38.0,O3,BAIK,
2011-01-19,DKI1 (Bunderan HI),42.0,13.0,31.0,33.0,14.0,42.0,PM10,BAIK,
2011-01-20,DKI1 (Bunderan HI),49.0,16.0,25.0,31.0,14.0,49.0,PM10,BAIK,
2011-01-21,DKI1 (Bunderan HI),50.0,13.0,39.0,42.0,21.0,50.0,PM10,BAIK,
2011-01-22,DKI1 (Bunderan HI),58.0,16.0,44.0,36.0,16.0,58.0,PM10,SEDANG,
2011-01-23,DKI1 (Bunderan HI),50.0,14.0,40.0,39.0,12.0,50.0,PM10,BAIK,
2011-01-24,DKI1 (Bunderan HI),57.0,20.0,31.0,36.0,10.0,57.0,PM10,SEDANG,
2011-01-25,DKI1 (Bunderan HI),44.0,23.0,27.0,37.0,13.0,44.0,PM10,BAIK,
2011-01-26,DKI1 (Bunderan HI),46.0,24.0,26.0,37.0,10.0,46.0,PM10,BAIK,
2011-01-27,DKI1 (Bunderan HI),42.0,20.0,24.0,37.0,11.0,42.0,PM10,BAIK,
2011-01-28,DKI1 (Bunderan HI),43.0,14.0,31.0,37.0,11.0,43.0,PM10,BAIK,
2011-01-29,DKI1 (Bunderan HI),24.0,14.0,23.0,33.0,10.0,33.0,O3,BAIK,
2011-01-30,DKI1 (Bunderan HI),37.0,16.0,25.0,31.0,13.0,37.0,PM10,BAIK,
2011-01-31,DKI1 (Bunderan HI),30.0,14.0,22.0,19.0,8.0,30.0,PM10,BAIK,
2011-02-01,DKI1 (Bunderan HI),37.0,20.0,22.0,26.0,11.0,37.0,PM10,BAIK,
2011-02-02,DKI1 (Bunderan HI),49.0,18.0,29.0,32.0,11.0,49.0,PM10,BAIK,
2011-02-03,DKI1 (Bunderan HI),39.0,16.0,24.0,40.0,10.0,40.0,O3,BAIK,
2011-02-04,DKI1 (Bunderan HI),41.0,16.0,27.0,33.0,12.0,41.0,PM10,BAIK,
2011-02-05,DKI1 (Bunderan HI),44.0,14.0,39.0,29.0,14.0,44.0,PM10,BAIK,
2011-02-06,DKI1 (Bunderan HI),29.0,15.0,21.0,30.0,16.0,30.0,O3,BAIK,
2011-02-07,DKI1 (Bunderan HI),41.0,16.0,24.0,29.0,12.0,41.0,PM10,BAIK,
2011-02-08,DKI1 (Bunderan HI),39.0,17.0,28.0,44.0,11.0,44.0,O3,BAIK,
2011-02-09,DKI1 (Bunderan HI),41.0,19.0,30.0,50.0,12.0,50.0,O3,BAIK,
2011-02-10,DKI1 (Bunderan HI),54.0,18.0,30.0,48.0,15.0,54.0,PM10,SEDANG,
2011-02-11,DKI1 (Bunderan HI),78.0,21.0,49.0,96.0,24.0,96.0,O3,SEDANG,
2011-02-12,DKI1 (Bunderan HI),60.0,17.0,33.0,48.0,14.0,60.0,PM10,SEDANG,
2011-02-13,DKI1 (Bunderan HI),57.0,18.0,26.0,54.0,12.0,57.0,PM10,SEDANG,
2011-02-14,DKI1 (Bunderan HI),41.0,12.0,39.0,42.0,13.0,42.0,O3,BAIK,
2011-02-15,DKI1 (Bunderan HI),48.0,15.0,53.0,37.0,13.0,53.0,CO,SEDANG,
2011-02-16,DKI1 (Bunderan HI),51.0,16.0,21.0,34.0,13.0,51.0,PM10,SEDANG,
2011-02-17,DKI1 (Bunderan HI),46.0,22.0,33.0,34.0,16.0,46.0,PM10,BAIK,
2011-02-18,DKI1 (Bunderan HI),36.0,18.0,24.0,39.0,13.0,39.0,O3,BAIK,
2011-02-19,DKI1 (Bunderan HI),46.0,21.0,26.0,33.0,12.0,46.0,PM10,BAIK,
2011-02-20,DKI1 (Bunderan HI),42.0,17.0,24.0,46.0,13.0,46.0,O3,BAIK,
2011-02-21,DKI1 (Bunderan HI),43.0,16.0,22.0,40.0,13.0,43.0,PM10,BAIK,
2011-02-22,DKI1 (Bunderan HI),46.0,15.0,23.0,42.0,12.0,46.0,PM10,BAIK,
2011-02-23,DKI1 (Bunderan HI),47.0,15.0,26.0,41.0,11.0,47.0,PM10,BAIK,
2011-02-24,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2011-02-25,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2011-02-26,DKI1 (Bunderan HI),39.0,14.0,24.0,29.0,12.0,39.0,PM10,BAIK,
2011-02-27,DKI1 (Bunderan HI),39.0,15.0,32.0,26.0,15.0,39.0,PM10,BAIK,
2011-02-28,DKI1 (Bunderan HI),39.0,16.0,29.0,22.0,12.0,39.0,PM10,BAIK,
2011-03-01,DKI1 (Bunderan HI),21.0,14.0,26.0,21.0,8.0,26.0,CO,BAIK,
2011-03-02,DKI1 (Bunderan HI),28.0,15.0,21.0,34.0,7.0,34.0,O3,BAIK,
2011-03-03,DKI1 (Bunderan HI),29.0,16.0,22.0,25.0,9.0,29.0,PM10,BAIK,
2011-03-04,DKI1 (Bunderan HI),32.0,18.0,27.0,26.0,13.0,32.0,PM10,BAIK,
2011-03-05,DKI1 (Bunderan HI),33.0,17.0,35.0,33.0,13.0,35.0,CO,BAIK,
2011-03-06,DKI1 (Bunderan HI),30.0,14.0,24.0,23.0,6.0,30.0,PM10,BAIK,
2011-03-07,DKI1 (Bunderan HI),25.0,14.0,17.0,17.0,5.0,25.0,PM10,BAIK,
2011-03-08,DKI1 (Bunderan HI),27.0,14.0,20.0,30.0,9.0,30.0,O3,BAIK,
2011-03-09,DKI1 (Bunderan HI),31.0,17.0,25.0,33.0,11.0,33.0,O3,BAIK,
2011-03-10,DKI1 (Bunderan HI),32.0,17.0,26.0,30.0,14.0,32.0,PM10,BAIK,
2011-03-11,DKI1 (Bunderan HI),28.0,15.0,24.0,37.0,10.0,37.0,O3,BAIK,
2011-03-12,DKI1 (Bunderan HI),35.0,17.0,26.0,54.0,10.0,54.0,O3,SEDANG,
2011-03-13,DKI1 (Bunderan HI),46.0,17.0,25.0,45.0,11.0,46.0,PM10,BAIK,
2011-03-14,DKI1 (Bunderan HI),56.0,15.0,47.0,24.0,11.0,56.0,PM10,SEDANG,
2011-03-15,DKI1 (Bunderan HI),41.0,16.0,25.0,37.0,12.0,41.0,PM10,BAIK,
2011-03-16,DKI1 (Bunderan HI),39.0,19.0,35.0,53.0,18.0,53.0,O3,SEDANG,
2011-03-17,DKI1 (Bunderan HI),57.0,19.0,54.0,73.0,21.0,73.0,O3,SEDANG,
2011-03-18,DKI1 (Bunderan HI),55.0,22.0,33.0,47.0,20.0,55.0,PM10,SEDANG,
2011-03-19,DKI1 (Bunderan HI),56.0,17.0,26.0,71.0,23.0,71.0,O3,SEDANG,
2011-03-20,DKI1 (Bunderan HI),54.0,15.0,32.0,50.0,22.0,54.0,PM10,SEDANG,
2011-03-21,DKI1 (Bunderan HI),31.0,13.0,20.0,38.0,8.0,38.0,O3,BAIK,
2011-03-22,DKI1 (Bunderan HI),29.0,15.0,22.0,22.0,8.0,29.0,PM10,BAIK,
2011-03-23,DKI1 (Bunderan HI),25.0,15.0,22.0,22.0,7.0,25.0,PM10,BAIK,
2011-03-24,DKI1 (Bunderan HI),22.0,14.0,18.0,24.0,7.0,24.0,O3,BAIK,
2011-03-25,DKI1 (Bunderan HI),22.0,14.0,22.0,27.0,10.0,27.0,O3,BAIK,
2011-03-26,DKI1 (Bunderan HI),25.0,13.0,22.0,27.0,8.0,27.0,O3,BAIK,
2011-03-27,DKI1 (Bunderan HI),23.0,13.0,19.0,28.0,9.0,28.0,O3,BAIK,
2011-03-28,DKI1 (Bunderan HI),21.0,13.0,15.0,21.0,8.0,21.0,PM10,BAIK,
2011-03-29,DKI1 (Bunderan HI),21.0,13.0,16.0,20.0,6.0,21.0,PM10,BAIK,
2011-03-30,DKI1 (Bunderan HI),23.0,14.0,19.0,23.0,6.0,23.0,PM10,BAIK,
2011-03-31,DKI1 (Bunderan HI),25.0,14.0,21.0,21.0,7.0,25.0,PM10,BAIK,
2011-04-01,DKI1 (Bunderan HI),23.0,14.0,20.0,21.0,5.0,23.0,PM10,BAIK,
2011-04-02,DKI1 (Bunderan HI),24.0,15.0,24.0,25.0,6.0,25.0,O3,BAIK,
2011-04-03,DKI1 (Bunderan HI),24.0,14.0,13.0,22.0,7.0,24.0,PM10,BAIK,
2011-04-04,DKI1 (Bunderan HI),26.0,15.0,23.0,25.0,9.0,26.0,PM10,BAIK,
2011-04-05,DKI1 (Bunderan HI),23.0,14.0,21.0,27.0,7.0,27.0,O3,BAIK,
2011-04-06,DKI1 (Bunderan HI),25.0,14.0,19.0,23.0,6.0,25.0,PM10,BAIK,
2011-04-07,DKI1 (Bunderan HI),27.0,15.0,20.0,28.0,8.0,28.0,O3,BAIK,
2011-04-08,DKI1 (Bunderan HI),40.0,18.0,24.0,44.0,12.0,44.0,O3,BAIK,
2011-04-09,DKI1 (Bunderan HI),50.0,21.0,33.0,24.0,12.0,50.0,PM10,BAIK,
2011-04-10,DKI1 (Bunderan HI),39.0,16.0,23.0,42.0,9.0,42.0,O3,BAIK,
2011-04-11,DKI1 (Bunderan HI),40.0,17.0,30.0,37.0,11.0,40.0,PM10,BAIK,
2011-04-12,DKI1 (Bunderan HI),62.0,22.0,35.0,67.0,19.0,67.0,O3,SEDANG,
2011-04-13,DKI1 (Bunderan HI),62.0,23.0,32.0,82.0,17.0,82.0,O3,SEDANG,
2011-04-14,DKI1 (Bunderan HI),62.0,22.0,35.0,55.0,26.0,62.0,PM10,SEDANG,
2011-04-15,DKI1 (Bunderan HI),65.0,23.0,36.0,76.0,23.0,76.0,O3,SEDANG,
2011-04-16,DKI1 (Bunderan HI),58.0,18.0,29.0,88.0,34.0,88.0,O3,SEDANG,
2011-04-17,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2011-04-18,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2011-04-19,DKI1 (Bunderan HI),,17.0,,70.0,,70.0,O3,SEDANG,
2011-04-20,DKI1 (Bunderan HI),64.0,23.0,30.0,66.0,19.0,66.0,O3,SEDANG,
2011-04-21,DKI1 (Bunderan HI),58.0,19.0,33.0,51.0,21.0,58.0,PM10,SEDANG,
2011-04-22,DKI1 (Bunderan HI),55.0,16.0,26.0,125.0,15.0,125.0,O3,TIDAK SEHAT,
2011-04-23,DKI1 (Bunderan HI),51.0,15.0,18.0,82.0,13.0,82.0,O3,SEDANG,
2011-04-24,DKI1 (Bunderan HI),53.0,15.0,27.0,83.0,16.0,83.0,O3,SEDANG,
2011-04-25,DKI1 (Bunderan HI),55.0,17.0,36.0,70.0,14.0,70.0,O3,SEDANG,
2011-04-26,DKI1 (Bunderan HI),57.0,24.0,27.0,61.0,15.0,61.0,O3,SEDANG,
2011-04-27,DKI1 (Bunderan HI),53.0,25.0,34.0,71.0,22.0,71.0,O3,SEDANG,
2011-04-28,DKI1 (Bunderan HI),54.0,18.0,32.0,68.0,15.0,68.0,O3,SEDANG,
2011-04-29,DKI1 (Bunderan HI),56.0,19.0,27.0,60.0,14.0,60.0,O3,SEDANG,
2011-04-30,DKI1 (Bunderan HI),62.0,19.0,42.0,78.0,22.0,78.0,O3,SEDANG,
2011-05-01,DKI1 (Bunderan HI),59.0,18.0,51.0,88.0,20.0,88.0,O3,SEDANG,
2011-05-02,DKI1 (Bunderan HI),39.0,19.0,35.0,93.0,21.0,93.0,O3,SEDANG,
2011-05-03,DKI1 (Bunderan HI),61.0,22.0,31.0,69.0,14.0,69.0,O3,SEDANG,
2011-05-04,DKI1 (Bunderan HI),39.0,18.0,26.0,47.0,12.0,47.0,O3,BAIK,
2011-05-05,DKI1 (Bunderan HI),39.0,17.0,28.0,63.0,11.0,63.0,O3,SEDANG,
2011-05-06,DKI1 (Bunderan HI),46.0,22.0,36.0,62.0,14.0,62.0,O3,SEDANG,
2011-05-07,DKI1 (Bunderan HI),39.0,22.0,30.0,63.0,10.0,63.0,O3,SEDANG,
2011-05-08,DKI1 (Bunderan HI),44.0,15.0,29.0,50.0,10.0,50.0,O3,BAIK,
2011-05-09,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2011-05-10,DKI1 (Bunderan HI),57.0,20.0,29.0,107.0,19.0,107.0,O3,TIDAK SEHAT,
2011-05-11,DKI1 (Bunderan HI),57.0,19.0,30.0,89.0,20.0,89.0,O3,SEDANG,
2011-05-12,DKI1 (Bunderan HI),60.0,19.0,31.0,75.0,17.0,75.0,O3,SEDANG,
2011-05-13,DKI1 (Bunderan HI),59.0,18.0,35.0,87.0,18.0,87.0,O3,SEDANG,
2011-05-14,DKI1 (Bunderan HI),60.0,17.0,33.0,72.0,19.0,72.0,O3,SEDANG,
2011-05-15,DKI1 (Bunderan HI),55.0,16.0,31.0,85.0,13.0,85.0,O3,SEDANG,
2011-05-16,DKI1 (Bunderan HI),53.0,17.0,30.0,89.0,22.0,89.0,O3,SEDANG,
2011-05-17,DKI1 (Bunderan HI),55.0,18.0,28.0,77.0,18.0,77.0,O3,SEDANG,
2011-05-18,DKI1 (Bunderan HI),52.0,18.0,34.0,77.0,19.0,77.0,O3,SEDANG,
2011-05-19,DKI1 (Bunderan HI),67.0,20.0,41.0,71.0,19.0,71.0,O3,SEDANG,
2011-05-20,DKI1 (Bunderan HI),53.0,20.0,36.0,78.0,19.0,78.0,O3,SEDANG,
2011-05-21,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2011-05-22,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
